"Country","Sex","Cause","Year","Value"
"Belgium","Male","Diseases of the circulatory system",1990,584.5
"Belgium","Male","Diseases of the circulatory system",1989,605.6
"Belgium","Male","Diseases of the circulatory system",1988,611.1
"Belgium","Male","Diseases of the circulatory system",1987,625.2
"Belgium","Male","Diseases of the circulatory system",1986,679.8
"Belgium","Male","Diseases of the circulatory system",1985,723.2
"Belgium","Male","Diseases of the circulatory system",1984,758.2
"Belgium","Male","Diseases of the circulatory system",1983,803.6
"Belgium","Male","Diseases of the circulatory system",1982,793.6
"Belgium","Male","Diseases of the circulatory system",1981,822.2
"Belgium","Male","Diseases of the circulatory system",1980,820.6
"Belgium","Male","Diseases of the circulatory system",1979,795.5
"Belgium","Male","Diseases of the circulatory system",1978,798.1
"Belgium","Male","Diseases of the circulatory system",1977,803.6
"Belgium","Male","Diseases of the circulatory system",1976,883.4
"Belgium","Male","Diseases of the circulatory system",1975,902.1
"Belgium","Male","Diseases of the circulatory system",1974,887.2
"Belgium","Male","Diseases of the circulatory system",1973,904.1
"Belgium","Male","Diseases of the circulatory system",1972,929.5
"Belgium","Male","Diseases of the circulatory system",1971,956
"Belgium","Male","Diseases of the circulatory system",1970,944.9
"Belgium","Male","Diseases of the circulatory system",1969,967.5
"Belgium","Male","Diseases of the circulatory system",1968,1037
"Belgium","Male","Diseases of the circulatory system",1967,990.2
"Belgium","Male","Diseases of the circulatory system",1966,964.6
"Belgium","Male","Diseases of the circulatory system",1965,1022
"Belgium","Male","Diseases of the circulatory system",1964,971
"Belgium","Male","Diseases of the circulatory system",1963,1053.8
"Belgium","Male","Diseases of the circulatory system",1962,995.8
"Belgium","Male","Diseases of the circulatory system",1961,868.7
"Belgium","Male","Diseases of the circulatory system",1960,888.6
"Belgium","Male","Diseases of the circulatory system",2020,210.8
"Belgium","Total","Diseases of the circulatory system",2020,178.4
"Belgium","Total","Diseases of the circulatory system",2019,186.4
"Belgium","Total","Diseases of the circulatory system",2018,193.2
"Belgium","Total","Diseases of the circulatory system",2017,211
"Belgium","Total","Diseases of the circulatory system",2016,216.7
"Belgium","Total","Diseases of the circulatory system",2015,232
"Belgium","Total","Diseases of the circulatory system",2014,226
"Belgium","Total","Diseases of the circulatory system",2013,242.2
"Belgium","Total","Diseases of the circulatory system",2012,250
"Belgium","Total","Diseases of the circulatory system",2011,253.4
"Belgium","Total","Diseases of the circulatory system",2010,270.7
"Belgium","Total","Diseases of the circulatory system",2009,277.9
"Belgium","Total","Diseases of the circulatory system",2008,290.9
"Belgium","Total","Diseases of the circulatory system",2007,299.9
"Belgium","Total","Diseases of the circulatory system",2006,308.7
"Belgium","Total","Diseases of the circulatory system",2005,336.3
